message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,601235])";"30";"turtlesim3.sim";"1726483849.011439810";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,601235])";"30";"turtlesim2.sim";"1726483849.003812729";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,601235])";"30";"turtlesim1.sim";"1726483848.999350294";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,611301])";"30";"turtlesim3.sim";"1726483848.995683887";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,611301])";"30";"turtlesim2.sim";"1726483848.988214790";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,611301])";"30";"turtlesim1.sim";"1726483848.983669736";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,621367])";"30";"turtlesim3.sim";"1726483848.980003894";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,621367])";"30";"turtlesim2.sim";"1726483848.972620094";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,621367])";"30";"turtlesim1.sim";"1726483848.967066600";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,631433])";"30";"turtlesim3.sim";"1726483848.963297741";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,631433])";"30";"turtlesim2.sim";"1726483848.956082345";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,631433])";"30";"turtlesim1.sim";"1726483848.951329400";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,641500])";"30";"turtlesim3.sim";"1726483848.947659555";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,641500])";"30";"turtlesim2.sim";"1726483848.940429779";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,641500])";"30";"turtlesim1.sim";"1726483848.935657466";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,651566])";"30";"turtlesim3.sim";"1726483848.931925068";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,651566])";"30";"turtlesim2.sim";"1726483848.923752055";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,651566])";"30";"turtlesim1.sim";"1726483848.919425069";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,661632])";"30";"turtlesim3.sim";"1726483848.915223047";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,661632])";"30";"turtlesim2.sim";"1726483848.907918430";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,661632])";"30";"turtlesim1.sim";"1726483848.902762631";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,671698])";"30";"turtlesim3.sim";"1726483848.899515407";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,671698])";"30";"turtlesim2.sim";"1726483848.892149943";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,671698])";"30";"turtlesim1.sim";"1726483848.887105296";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,681764])";"30";"turtlesim3.sim";"1726483848.883886910";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,681764])";"30";"turtlesim2.sim";"1726483848.876478334";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,681764])";"30";"turtlesim1.sim";"1726483848.871465456";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,691830])";"30";"turtlesim3.sim";"1726483848.867226643";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,691830])";"30";"turtlesim2.sim";"1726483848.860619697";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,691830])";"30";"turtlesim1.sim";"1726483848.854842513";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,701896])";"30";"turtlesim3.sim";"1726483848.851520678";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,701896])";"30";"turtlesim2.sim";"1726483848.843894334";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,701896])";"30";"turtlesim1.sim";"1726483848.839186226";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,711963])";"30";"turtlesim3.sim";"1726483848.835783814";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,711963])";"30";"turtlesim2.sim";"1726483848.828128065";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,711963])";"30";"turtlesim1.sim";"1726483848.823527074";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,722029])";"30";"turtlesim3.sim";"1726483848.820081873";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,722029])";"30";"turtlesim2.sim";"1726483848.812303419";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,722029])";"30";"turtlesim1.sim";"1726483848.806958082";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,732095])";"30";"turtlesim3.sim";"1726483848.803455797";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,732095])";"30";"turtlesim2.sim";"1726483848.796529444";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,732095])";"30";"turtlesim1.sim";"1726483848.791367145";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,742161])";"30";"turtlesim3.sim";"1726483848.787716014";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,742161])";"30";"turtlesim2.sim";"1726483848.779819508";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,742161])";"30";"turtlesim1.sim";"1726483848.775595972";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,752227])";"30";"turtlesim3.sim";"1726483848.772013594";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,752227])";"30";"turtlesim2.sim";"1726483848.764010723";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,752227])";"30";"turtlesim1.sim";"1726483848.758918353";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,762293])";"30";"turtlesim3.sim";"1726483848.756194060";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,762293])";"30";"turtlesim2.sim";"1726483848.748200763";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,762293])";"30";"turtlesim1.sim";"1726483848.743211724";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,772359])";"30";"turtlesim3.sim";"1726483848.739560225";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,772359])";"30";"turtlesim2.sim";"1726483848.732459995";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,772359])";"30";"turtlesim1.sim";"1726483848.727549381";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,782425])";"30";"turtlesim3.sim";"1726483848.723959406";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,782425])";"30";"turtlesim2.sim";"1726483848.716668350";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,782425])";"30";"turtlesim1.sim";"1726483848.711707642";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,792492])";"30";"turtlesim3.sim";"1726483848.708127707";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,792492])";"30";"turtlesim2.sim";"1726483848.699979664";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,792492])";"30";"turtlesim1.sim";"1726483848.694938502";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,802558])";"30";"turtlesim3.sim";"1726483848.691515723";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,802558])";"30";"turtlesim2.sim";"1726483848.684220219";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,802558])";"30";"turtlesim1.sim";"1726483848.679085700";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,812624])";"30";"turtlesim3.sim";"1726483848.675780438";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,812624])";"30";"turtlesim2.sim";"1726483848.668419669";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,812624])";"30";"turtlesim1.sim";"1726483848.663386209";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,822690])";"30";"turtlesim3.sim";"1726483848.660087977";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,822690])";"30";"turtlesim2.sim";"1726483848.652651380";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,822690])";"30";"turtlesim1.sim";"1726483848.647640075";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,832756])";"30";"turtlesim3.sim";"1726483848.643250831";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,832756])";"30";"turtlesim2.sim";"1726483848.635834291";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,832756])";"30";"turtlesim1.sim";"1726483848.630820796";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,842822])";"30";"turtlesim3.sim";"1726483848.627582779";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,842822])";"30";"turtlesim2.sim";"1726483848.620147208";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,842822])";"30";"turtlesim1.sim";"1726483848.615021911";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,852888])";"30";"turtlesim3.sim";"1726483848.611867460";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,852888])";"30";"turtlesim2.sim";"1726483848.604340557";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,852888])";"30";"turtlesim1.sim";"1726483848.599245143";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,862954])";"30";"turtlesim3.sim";"1726483848.596163537";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,862954])";"30";"turtlesim2.sim";"1726483848.588599068";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,862954])";"30";"turtlesim1.sim";"1726483848.583416529";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,873021])";"30";"turtlesim3.sim";"1726483848.580197133";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,873021])";"30";"turtlesim2.sim";"1726483848.571790575";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,873021])";"30";"turtlesim1.sim";"1726483848.567613546";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,883087])";"30";"turtlesim3.sim";"1726483848.563528073";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,883087])";"30";"turtlesim2.sim";"1726483848.555884171";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,883087])";"30";"turtlesim1.sim";"1726483848.550729829";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,893153])";"30";"turtlesim3.sim";"1726483848.547784832";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,893153])";"30";"turtlesim2.sim";"1726483848.540141520";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,893153])";"30";"turtlesim1.sim";"1726483848.534963297";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,903219])";"30";"turtlesim3.sim";"1726483848.532154965";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,119265, y=0,903219])";"30";"turtlesim2.sim";"1726483848.524447614";"/home/vladislave/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
